Date,GOOGL,EBAY,FB,YHOO,WU,VRSN,NFLX,TSS,FIS,ADP,VALUE
2016/3/14,750.23999,24.280001,109.889999,33.580002,18.940001,87.730003,98.129997,44.682118,62.539999,87.269997,1317.282107
2016/3/15,750.570007,23.58,110.669998,33.259998,18.48,88.489998,97.860001,44.342861,62.43,87.32,1317.002863
2016/3/16,757.359985,23.68,112.18,34.009998,18.65,89.519997,99.349998,45.250871,62.759998,87.660004,1330.420851
2016/3/17,758.47998,23.76,111.019997,34.279999,19,89.919998,99.720001,45.220938,63.060001,88.839996,1333.30091
2016/3/18,755.409973,23.77,111.449997,35.169998,19.129999,88.559998,101.120003,44.901638,62.540001,88.639999,1330.691606
2016/3/21,762.159973,24.34,111.849998,35.470001,19.1,88.580002,101.059998,45.649999,62.75,89.010002,1339.969973
2016/3/22,760.049988,24.129999,112.25,35.41,18.9,89.349998,99.839996,45.939999,62.450001,88.639999,1336.95998
2016/3/23,757.559998,24.17,112.540001,34.799999,18.799999,88.889999,99.589996,46.200001,62.889999,88.529999,1333.969991
2016/3/24,754.840027,24.33,113.050003,34.860001,18.780001,89.25,98.360001,45.98,62.619999,88.75,1330.820032
2016/3/28,753.280029,24.120001,113.690002,35.23,18.85,88.459999,101.209999,45.68,62.419998,88.300003,1331.240031
2016/3/29,765.890015,24.1,116.139999,36.32,19.139999,89.110001,104.129997,46.849998,62.919998,89.43,1354.030007
2016/3/30,768.340027,24.040001,114.699997,36.560001,19.33,89.589996,102.190002,46.75,63.18,89.150002,1353.830026
2016/3/31,762.900024,23.860001,114.099998,36.810001,19.290001,88.540001,102.230003,47.580002,63.310001,89.709999,1348.330031
2016/4/1,769.669983,23.879999,116.059998,36.48,19.49,89.639999,105.699997,48.5,65.010002,90.260002,1364.68998
2016/4/4,765.119995,24.030001,112.550003,37.02,19.389999,89.550003,104.349998,48.41,64.339996,89.709999,1354.469994
2016/4/5,758.570007,24.389999,112.220001,36.41,19.290001,88.709999,104.940002,47.900002,63.439999,89.75,1345.62001
2016/4/6,768.070007,25.43,113.709999,36.66,19.700001,89.839996,104.830002,48.490002,64.5,90.839996,1362.070003
2016/4/7,760.119995,24.1,113.639999,36.169998,19.440001,89.589996,104.449997,48.310001,63.889999,89.800003,1349.509989
2016/4/8,759.469971,24.07,110.629997,36.07,19.6,89.760002,103.809998,48.509998,63.98,90.330002,1346.229968
2016/4/11,757.539978,24.059999,108.989998,36.48,19.719999,89.080002,102.68,49.099998,64.110001,89.709999,1341.469974
2016/4/12,764.320007,24.42,110.610001,36.66,19.889999,88.610001,106.980003,49.439999,64.029999,90.110001,1355.07001
2016/4/13,771.909973,25.08,110.510002,37.310001,20.059999,89.519997,109.650002,49.73,64.279999,90.239998,1368.289971
2016/4/14,775.390015,25.209999,110.839996,37.169998,19.950001,89.110001,110.419998,49.349998,64.190002,90.260002,1371.89001
2016/4/15,780,25.219999,109.639999,36.509998,19.99,88.699997,111.510002,49.669998,64.059998,90.150002,1375.449993
2016/4/18,787.679993,25.309999,110.449997,36.52,20.110001,89.660004,108.400002,50.68,65.010002,90.699997,1384.519995
2016/4/19,776.25,24.299999,112.290001,36.330002,20.120001,88.790001,94.339996,50.810001,65.489998,90.739998,1359.459997
2016/4/20,774.919983,24.66,112.419998,37.84,20.18,89.290001,96.769997,51.330002,66.449997,90.120003,1363.979981
2016/4/21,780,24.690001,113.440002,37.669998,20.07,88.529999,94.980003,50.68,65.239998,89.349998,1364.649999
2016/4/22,737.77002,24.4,110.559998,37.48,20.07,88.639999,95.900002,51,65.239998,89.650002,1320.710019
2016/4/25,742.210022,24.219999,110.099998,37.23,19.969999,89.279999,93.559998,51.509998,65.699997,89.580002,1323.360012
