Date,VXST_9d,VIX_30d,VXV_3m,VXM_6m
2015/3/18,13.85 ,13.97 ,16.43 ,17.95 
2015/3/19,12.89 ,14.07 ,16.97 ,18.40 
2015/3/20,10.73 ,13.02 ,16.71 ,18.16 
2015/3/23,12.03 ,13.41 ,16.53 ,18.18 
2015/3/24,12.24 ,13.62 ,16.59 ,18.29 
2015/3/25,15.28 ,15.44 ,17.57 ,19.09 
2015/3/26,15.92 ,15.80 ,17.57 ,18.99 
2015/3/27,14.69 ,15.07 ,17.39 ,18.77 
2015/3/30,14.31 ,14.51 ,16.92 ,18.45 
2015/3/31,15.50 ,15.29 ,17.54 ,19.12 
2015/4/1,14.29 ,15.11 ,17.34 ,19.10 
2015/4/2,13.91 ,14.67 ,17.22 ,18.86 
2015/4/3,13.91 ,14.67 ,17.22 ,18.86 
2015/4/6,14.16 ,14.74 ,16.82 ,18.58 
2015/4/7,13.90 ,14.78 ,16.80 ,18.65 
2015/4/8,12.80 ,13.98 ,16.40 ,18.34 
2015/4/9,11.41 ,13.09 ,16.02 ,17.82 
2015/4/10,9.91 ,12.58 ,15.46 ,17.47 
2015/4/13,12.49 ,13.94 ,16.32 ,18.07 
2015/4/14,11.72 ,13.67 ,15.85 ,17.93 
2015/4/15,10.59 ,12.84 ,15.69 ,17.53 
2015/4/16,10.74 ,12.60 ,15.33 ,17.47 
2015/4/17,12.91 ,13.89 ,16.14 ,18.06 
2015/4/20,12.62 ,13.30 ,15.58 ,17.73 
2015/4/21,12.58 ,13.25 ,15.52 ,17.73 
2015/4/22,11.83 ,12.71 ,15.46 ,17.48 
2015/4/23,11.84 ,12.48 ,15.17 ,17.46 
2015/4/24,10.86 ,12.29 ,15.26 ,17.43 
2015/4/27,12.72 ,13.12 ,15.93 ,17.83 
2015/4/28,11.87 ,12.41 ,15.31 ,17.40 
2015/4/29,13.26 ,13.39 ,15.97 ,17.78 
2015/4/30,15.06 ,14.55 ,16.48 ,18.30 
2015/5/1,11.77 ,12.70 ,15.38 ,17.52 
2015/5/4,12.01 ,12.85 ,15.43 ,17.55 
2015/5/5,14.64 ,14.31 ,16.32 ,18.15 
2015/5/6,16.05 ,15.15 ,16.72 ,18.48 
2015/5/7,15.59 ,15.13 ,16.74 ,18.37 
2015/5/8,11.32 ,12.86 ,15.56 ,17.58 
2015/5/11,13.41 ,13.85 ,16.10 ,17.98 
2015/5/12,13.82 ,13.86 ,16.40 ,18.01 
2015/5/13,13.49 ,13.76 ,16.29 ,17.89 
2015/5/14,11.59 ,12.74 ,15.91 ,17.58 
2015/5/15,10.77 ,12.38 ,15.57 ,17.41 
2015/5/18,11.01 ,12.73 ,15.23 ,17.21 
2015/5/19,11.15 ,12.85 ,15.28 ,17.05 
2015/5/20,10.48 ,12.88 ,15.15 ,16.99 
2015/5/21,9.95 ,12.11 ,14.61 ,16.65 
2015/5/22,9.60 ,12.13 ,14.48 ,16.72 
2015/5/25,9.60 ,12.13 ,14.48 ,16.72 
2015/5/26,13.32 ,14.06 ,15.48 ,17.35 
2015/5/27,11.93 ,13.27 ,14.99 ,16.92 
2015/5/28,12.23 ,13.31 ,15.01 ,17.03 
2015/5/29,13.67 ,13.84 ,15.38 ,17.33 
2015/6/1,13.85 ,13.97 ,15.41 ,17.31 
2015/6/2,13.99 ,14.24 ,15.71 ,17.49 
2015/6/3,12.70 ,13.66 ,15.36 ,17.27 
2015/6/4,15.02 ,14.71 ,16.28 ,17.85 
2015/6/5,13.70 ,14.21 ,15.96 ,17.75 
2015/6/8,15.89 ,15.29 ,16.60 ,18.16 
2015/6/9,15.05 ,14.47 ,16.25 ,17.96 
2015/6/10,13.32 ,13.22 ,15.33 ,17.04 
2015/6/11,12.38 ,12.85 ,15.10 ,16.82 
2015/6/12,14.16 ,13.78 ,15.61 ,17.15 
2015/6/15,16.68 ,15.39 ,16.62 ,18.02 
2015/6/16,16.29 ,14.81 ,16.20 ,17.79 
2015/6/17,15.22 ,14.50 ,16.22 ,17.72 
2015/6/18,13.11 ,13.19 ,15.44 ,17.19 
2015/6/19,14.32 ,13.96 ,15.91 ,17.61 
2015/6/22,13.15 ,12.74 ,14.99 ,16.89 
2015/6/23,12.17 ,12.11 ,14.54 ,16.51 
2015/6/24,14.81 ,13.26 ,15.18 ,16.91 
2015/6/25,15.13 ,14.01 ,15.52 ,16.97 
2015/6/26,15.49 ,14.02 ,15.46 ,16.86 
2015/6/29,22.56 ,18.85 ,18.72 ,19.08 
2015/6/30,20.93 ,18.23 ,18.47 ,18.95 
2015/7/1,17.23 ,16.09 ,16.79 ,17.75 
2015/7/2,17.97 ,16.79 ,17.68 ,18.34 
2015/7/3,17.97 ,16.79 ,17.68 ,18.34 
2015/7/6,16.65 ,17.01 ,18.04 ,18.51 
2015/7/7,15.91 ,16.09 ,17.02 ,17.84 
2015/7/8,20.96 ,19.66 ,19.25 ,19.39 
2015/7/9,22.06 ,19.97 ,19.78 ,19.75 
2015/7/10,17.24 ,16.83 ,17.73 ,18.62 
2015/7/13,13.32 ,13.90 ,15.94 ,17.01 
2015/7/14,12.18 ,13.37 ,15.46 ,16.83 
2015/7/15,12.40 ,13.23 ,15.60 ,16.84 
2015/7/16,10.35 ,12.11 ,14.73 ,16.38 
2015/7/17,9.72 ,11.95 ,14.61 ,16.13 
2015/7/20,11.10 ,12.25 ,14.85 ,16.25 
2015/7/21,11.32 ,12.22 ,14.75 ,16.40 
2015/7/22,11.20 ,12.12 ,14.81 ,16.36 
2015/7/23,11.91 ,12.64 ,14.92 ,16.59 
2015/7/24,13.05 ,13.74 ,15.65 ,17.12 
2015/7/27,16.61 ,15.60 ,16.78 ,17.78 
2015/7/28,13.62 ,13.44 ,15.43 ,16.80 
2015/7/29,12.18 ,12.50 ,14.92 ,16.52 
2015/7/30,11.06 ,12.13 ,14.71 ,16.37 
2015/7/31,10.67 ,12.12 ,14.90 ,16.45 
2015/8/3,12.12 ,12.56 ,14.84 ,16.37 
2015/8/4,12.42 ,13.00 ,15.13 ,16.61 
2015/8/5,11.51 ,12.51 ,14.88 ,16.46 
2015/8/6,13.66 ,13.77 ,15.55 ,16.90 
2015/8/7,13.04 ,13.39 ,15.42 ,16.79 
2015/8/10,11.44 ,12.23 ,14.99 ,16.49 
2015/8/11,14.13 ,13.71 ,15.94 ,17.15 
2015/8/12,14.27 ,13.61 ,15.87 ,17.14 
2015/8/13,13.63 ,13.49 ,15.75 ,17.09 
2015/8/14,11.77 ,12.83 ,15.51 ,16.96 
2015/8/17,11.29 ,13.02 ,15.21 ,16.71 
2015/8/18,12.14 ,13.79 ,15.61 ,17.03 
2015/8/19,14.34 ,15.25 ,16.50 ,17.56 
2015/8/20,20.88 ,19.14 ,18.83 ,19.10 
2015/8/21,38.96 ,28.03 ,23.47 ,22.33 
2015/8/24,54.61 ,40.74 ,31.14 ,27.36 
2015/8/25,44.92 ,36.02 ,29.58 ,26.89 
2015/8/26,37.88 ,30.32 ,25.65 ,24.37 
2015/8/27,28.89 ,26.10 ,24.86 ,23.38 
2015/8/28,27.11 ,26.05 ,25.34 ,24.00 
2015/8/31,28.26 ,28.43 ,26.53 ,25.45 
2015/9/1,31.21 ,31.40 ,29.53 ,27.39 
2015/9/2,24.26 ,26.09 ,26.19 ,25.31 
2015/9/3,23.99 ,25.61 ,26.20 ,25.44 
2015/9/4,26.88 ,27.80 ,28.07 ,26.25 
2015/9/7,26.88 ,27.80 ,28.07 ,26.25 
2015/9/8,24.42 ,24.90 ,25.69 ,25.02 
2015/9/9,27.90 ,26.23 ,26.31 ,26.04 
2015/9/10,26.11 ,24.37 ,25.65 ,24.71 
2015/9/11,23.43 ,23.20 ,24.68 ,24.87 
2015/9/14,25.52 ,24.25 ,23.70 ,24.27 
2015/9/15,24.62 ,22.54 ,23.12 ,22.84 
2015/9/16,23.75 ,21.35 ,22.33 ,21.57 
2015/9/17,22.25 ,21.14 ,21.14 ,21.44 
2015/9/18,21.78 ,22.28 ,23.20 ,22.90 
2015/9/21,19.61 ,20.14 ,21.59 ,21.85 
2015/9/22,23.45 ,22.44 ,23.28 ,23.14 
2015/9/23,22.46 ,22.13 ,22.88 ,22.79 
2015/9/24,24.22 ,23.47 ,23.46 ,23.20 
2015/9/25,22.89 ,23.62 ,24.40 ,23.55 
2015/9/28,30.26 ,27.63 ,26.38 ,25.33 
2015/9/29,28.56 ,26.83 ,26.00 ,24.96 
2015/9/30,25.70 ,24.50 ,24.75 ,24.09 
2015/10/1,21.93 ,22.55 ,23.83 ,23.60 
2015/10/2,19.35 ,20.94 ,22.60 ,23.05 
2015/10/5,19.02 ,19.54 ,21.33 ,21.99 
2015/10/6,18.19 ,19.40 ,21.59 ,22.06 
2015/10/7,16.39 ,18.40 ,20.71 ,21.41 
2015/10/8,15.47 ,17.42 ,20.09 ,21.08 
2015/10/9,14.27 ,17.08 ,19.85 ,20.52 
2015/10/12,14.73 ,16.17 ,19.26 ,20.10 
2015/10/13,16.53 ,17.67 ,20.50 ,21.10 
2015/10/14,16.90 ,18.03 ,20.81 ,21.34 
2015/10/15,13.85 ,16.05 ,19.43 ,19.86 
2015/10/16,12.89 ,15.05 ,18.67 ,19.94 
2015/10/19,13.87 ,14.98 ,17.86 ,19.40 
2015/10/20,15.01 ,15.75 ,18.60 ,19.89 
2015/10/21,16.67 ,16.70 ,19.46 ,20.86 
2015/10/22,13.10 ,14.45 ,17.16 ,19.10 
2015/10/23,13.15 ,14.46 ,17.48 ,19.21 
2015/10/26,15.20 ,15.29 ,17.99 ,19.76 
2015/10/27,16.31 ,15.43 ,18.14 ,19.68 
2015/10/28,14.57 ,14.33 ,17.49 ,19.23 
2015/10/29,14.54 ,14.61 ,17.81 ,19.53 
2015/10/30,14.31 ,15.07 ,18.40 ,19.84 
2015/11/2,13.68 ,14.15 ,17.42 ,19.18 
2015/11/3,13.81 ,14.54 ,17.47 ,19.19 
2015/11/4,14.76 ,15.51 ,18.31 ,19.66 
2015/11/5,14.22 ,15.05 ,17.81 ,19.48 
2015/11/6,12.60 ,14.33 ,17.45 ,19.13 
2015/11/9,16.39 ,16.52 ,18.85 ,19.98 
2015/11/10,14.29 ,15.29 ,18.02 ,19.68 
2015/11/11,15.60 ,16.06 ,18.45 ,19.73 
2015/11/12,18.39 ,18.37 ,20.17 ,21.00 
2015/11/13,20.43 ,20.08 ,21.58 ,22.30 
2015/11/16,16.81 ,18.16 ,19.98 ,21.05 
2015/11/17,17.02 ,18.84 ,20.43 ,21.01 
2015/11/18,13.33 ,16.85 ,19.22 ,20.17 
2015/11/19,13.62 ,16.99 ,19.64 ,20.65 
2015/11/20,12.40 ,15.47 ,18.94 ,20.77 
2015/11/23,14.07 ,15.62 ,18.63 ,20.11 
2015/11/24,14.54 ,15.93 ,18.71 ,20.30 
2015/11/25,14.35 ,15.19 ,18.19 ,19.93 
2015/11/26,14.35 ,15.19 ,18.19 ,19.93 
2015/11/27,14.21 ,15.12 ,17.35 ,19.51 
2015/11/30,16.60 ,16.13 ,18.49 ,20.11 
2015/12/1,13.99 ,14.67 ,17.58 ,19.79 
2015/12/2,15.97 ,15.91 ,18.33 ,19.97 
2015/12/3,18.71 ,18.11 ,20.11 ,21.28 
2015/12/4,13.65 ,14.81 ,18.17 ,19.65 
2015/12/7,16.00 ,15.84 ,18.65 ,19.95 
2015/12/8,18.81 ,17.60 ,20.06 ,20.80 
2015/12/9,22.07 ,19.61 ,21.05 ,21.56 
2015/12/10,20.42 ,19.34 ,20.76 ,21.74 
2015/12/11,28.00 ,24.39 ,24.38 ,24.59 
2015/12/14,25.78 ,22.73 ,23.30 ,23.40 
2015/12/15,23.05 ,20.95 ,21.86 ,22.45 
2015/12/16,18.81 ,17.86 ,19.57 ,20.73 
2015/12/17,18.88 ,18.94 ,20.37 ,21.47 
2015/12/18,19.38 ,20.70 ,21.26 ,22.51 
2015/12/21,17.55 ,18.70 ,21.11 ,21.87 
2015/12/22,15.06 ,16.60 ,19.84 ,20.98 
2015/12/23,13.64 ,15.57 ,19.33 ,20.61 
2015/12/24,13.47 ,15.74 ,19.69 ,20.75 
2015/12/25,13.47 ,15.74 ,19.69 ,20.75 
2015/12/28,15.79 ,16.91 ,19.68 ,20.65 
2015/12/29,14.74 ,16.08 ,19.10 ,20.23 
2015/12/30,15.96 ,17.29 ,19.59 ,20.38 
2015/12/31,17.52 ,18.21 ,19.80 ,20.59 
