"","2011","2012","2013","2014","2015"
"1",0.963184852224056,0.870193366662727,0.933360367520178,0.944715611332052,0.952570066496177
"2",0.0346796101238953,0.117863986005634,0.0561820803414528,0.0494908745936024,0.0441647458916733
"3",0.00194407358106763,0.0105548155260273,0.00944421849430883,0.00532273086812185,0.00273200215578631
"4",0.00019146407098054,0.00138783180561188,0.00101333364405988,0.000470783206223866,0.000533185456363561
