"","2011","2012","2013","2014","2015"
"1",0.963184852224056,0.870193366662727,0.933360367520178,0.944715611332052,0.952570066496177
"2",0.997864462347952,0.988057352668361,0.989542447861631,0.994206485925654,0.99673481238785
"3",0.999808535929019,0.998612168194388,0.99898666635594,0.999529216793776,0.999466814543636
"4",1,1,1,1,1
