Date,VXST_9d,VIX_30d,VXV_3m,VXM_6m
2012/3/7,17.37 ,19.07 ,22.72 ,25.37 
2012/3/8,16.98 ,17.95 ,21.84 ,24.62 
2012/3/9,15.30 ,17.11 ,21.22 ,24.04 
2012/3/12,15.54 ,15.64 ,20.81 ,23.71 
2012/3/13,16.35 ,14.80 ,19.60 ,22.60 
2012/3/14,16.72 ,15.31 ,20.75 ,23.38 
2012/3/15,14.29 ,15.42 ,20.54 ,23.08 
2012/3/16,13.47 ,14.47 ,20.37 ,22.85 
2012/3/19,14.62 ,15.04 ,19.94 ,22.46 
2012/3/20,15.31 ,15.58 ,19.96 ,22.49 
2012/3/21,15.37 ,15.13 ,19.25 ,21.83 
2012/3/22,15.90 ,15.57 ,19.55 ,22.02 
2012/3/23,14.33 ,14.82 ,18.64 ,21.49 
2012/3/26,14.30 ,14.26 ,17.43 ,20.33 
2012/3/27,15.43 ,15.59 ,18.57 ,21.06 
2012/3/28,14.93 ,15.47 ,18.79 ,21.24 
2012/3/29,14.55 ,15.48 ,18.84 ,21.37 
2012/3/30,14.20 ,15.50 ,18.61 ,21.00 
2012/4/2,14.77 ,15.64 ,18.46 ,21.05 
2012/4/3,14.36 ,15.66 ,18.81 ,21.28 
2012/4/4,12.92 ,16.44 ,19.45 ,21.90 
2012/4/5,14.70 ,16.70 ,19.82 ,22.18 
2012/4/6,14.70 ,16.70 ,19.82 ,22.18 
2012/4/9,17.87 ,18.81 ,21.21 ,23.22 
2012/4/10,19.84 ,20.39 ,22.62 ,24.75 
2012/4/11,18.69 ,20.02 ,22.47 ,24.62 
2012/4/12,15.99 ,17.20 ,20.25 ,23.02 
2012/4/13,19.07 ,19.55 ,21.99 ,24.25 
2012/4/16,20.13 ,19.55 ,22.04 ,24.25 
2012/4/17,18.84 ,18.46 ,20.85 ,23.23 
2012/4/18,18.85 ,18.64 ,21.12 ,23.46 
2012/4/19,18.09 ,18.36 ,21.23 ,23.61 
2012/4/20,16.85 ,17.44 ,20.48 ,23.09 
2012/4/23,19.10 ,18.97 ,21.39 ,23.77 
2012/4/24,17.87 ,18.10 ,20.51 ,23.22 
2012/4/25,16.14 ,16.82 ,19.46 ,22.15 
2012/4/26,14.70 ,16.24 ,18.55 ,21.55 
2012/4/27,14.65 ,16.32 ,18.74 ,21.58 
2012/4/30,16.55 ,17.15 ,19.32 ,21.70 
2012/5/1,15.63 ,16.60 ,19.13 ,21.68 
2012/5/2,16.23 ,16.88 ,19.01 ,21.61 
2012/5/3,16.94 ,17.56 ,19.50 ,22.00 
2012/5/4,18.42 ,19.16 ,20.72 ,22.94 
2012/5/7,18.46 ,18.94 ,20.45 ,22.85 
2012/5/8,19.09 ,19.05 ,20.81 ,23.14 
2012/5/9,20.24 ,20.08 ,21.53 ,23.79 
2012/5/10,18.64 ,18.83 ,20.87 ,23.23 
2012/5/11,20.19 ,19.89 ,21.55 ,23.75 
2012/5/14,22.56 ,21.87 ,22.97 ,24.95 
2012/5/15,22.63 ,21.97 ,23.92 ,25.74 
2012/5/16,22.41 ,22.27 ,24.92 ,26.42 
2012/5/17,25.44 ,24.49 ,26.41 ,27.73 
2012/5/18,26.60 ,25.10 ,27.66 ,28.64 
2012/5/21,21.93 ,22.01 ,24.71 ,27.49 
2012/5/22,22.03 ,22.48 ,25.23 ,27.33 
2012/5/23,21.75 ,22.33 ,25.11 ,27.47 
2012/5/24,19.22 ,21.54 ,24.78 ,27.71 
2012/5/25,19.21 ,21.76 ,24.93 ,27.14 
2012/5/28,19.21 ,21.76 ,24.93 ,27.14 
2012/5/29,19.48 ,21.03 ,23.89 ,26.13 
2012/5/30,23.39 ,24.14 ,26.19 ,27.71 
2012/5/31,22.41 ,24.06 ,26.22 ,27.74 
2012/6/1,26.20 ,26.66 ,28.47 ,30.21 
2012/6/4,24.67 ,26.12 ,28.12 ,29.36 
2012/6/5,23.17 ,24.68 ,26.87 ,28.57 
2012/6/6,19.31 ,22.16 ,24.71 ,26.87 
2012/6/7,19.62 ,21.72 ,24.47 ,26.72 
2012/6/8,19.85 ,21.23 ,23.64 ,26.26 
2012/6/11,26.39 ,23.56 ,25.50 ,27.50 
2012/6/12,24.22 ,22.09 ,24.94 ,27.22 
2012/6/13,26.19 ,24.27 ,26.50 ,28.27 
2012/6/14,25.22 ,21.68 ,25.00 ,26.97 
2012/6/15,24.32 ,21.11 ,23.67 ,26.02 
2012/6/18,19.17 ,18.32 ,22.13 ,25.01 
2012/6/19,19.53 ,18.38 ,21.92 ,24.44 
2012/6/20,17.44 ,17.24 ,20.84 ,23.97 
2012/6/21,20.92 ,20.08 ,23.16 ,25.53 
2012/6/22,17.94 ,18.11 ,21.51 ,24.34 
2012/6/25,20.40 ,20.38 ,23.03 ,25.42 
2012/6/26,18.74 ,19.72 ,22.47 ,25.10 
2012/6/27,17.12 ,19.45 ,22.36 ,24.75 
2012/6/28,18.14 ,19.71 ,22.25 ,24.66 
2012/6/29,15.01 ,17.08 ,20.32 ,22.87 
2012/7/2,15.11 ,16.80 ,19.79 ,22.53 
2012/7/3,14.68 ,16.66 ,19.32 ,22.35 
2012/7/4,14.68 ,16.66 ,19.32 ,22.35 
2012/7/5,15.78 ,17.50 ,20.11 ,22.89 
2012/7/6,15.01 ,17.10 ,20.04 ,22.90 
2012/7/9,17.13 ,17.98 ,20.37 ,23.05 
2012/7/10,18.10 ,18.72 ,20.87 ,23.40 
2012/7/11,17.26 ,17.95 ,20.25 ,22.94 
2012/7/12,18.01 ,18.33 ,20.69 ,23.15 
2012/7/13,14.70 ,16.74 ,19.39 ,22.22 
2012/7/16,16.53 ,17.11 ,19.61 ,22.41 
2012/7/17,15.63 ,16.48 ,18.92 ,21.81 
2012/7/18,15.00 ,16.16 ,18.94 ,21.71 
2012/7/19,14.32 ,15.45 ,18.61 ,21.55 
2012/7/20,15.61 ,16.27 ,19.64 ,22.39 
2012/7/23,19.02 ,18.62 ,21.18 ,23.63 
2012/7/24,21.16 ,20.47 ,22.26 ,24.48 
2012/7/25,19.31 ,19.34 ,21.88 ,24.32 
2012/7/26,17.80 ,17.53 ,20.24 ,23.11 
2012/7/27,16.30 ,16.70 ,19.66 ,22.45 
2012/7/30,18.86 ,18.03 ,20.13 ,22.81 
2012/7/31,19.86 ,18.93 ,20.78 ,23.27 
2012/8/1,20.79 ,18.96 ,20.67 ,23.12 
2012/8/2,16.64 ,17.57 ,20.23 ,22.97 
2012/8/3,14.20 ,15.64 ,18.68 ,21.79 
2012/8/6,14.85 ,15.95 ,18.74 ,21.93 
2012/8/7,14.68 ,15.99 ,18.81 ,21.84 
2012/8/8,13.52 ,15.32 ,18.58 ,21.63 
2012/8/9,13.00 ,15.28 ,18.23 ,21.37 
2012/8/10,12.45 ,14.74 ,18.14 ,21.20 
2012/8/13,13.15 ,13.70 ,18.07 ,21.27 
2012/8/14,13.02 ,14.85 ,18.51 ,21.67 
2012/8/15,12.37 ,14.63 ,18.86 ,21.82 
2012/8/16,12.35 ,14.29 ,18.55 ,21.73 
2012/8/17,11.50 ,13.45 ,18.35 ,21.54 
2012/8/20,12.24 ,14.02 ,18.59 ,21.67 
2012/8/21,13.21 ,15.02 ,18.80 ,22.12 
2012/8/22,13.15 ,15.11 ,19.42 ,22.42 
2012/8/23,13.67 ,15.96 ,20.09 ,22.91 
2012/8/24,13.10 ,15.18 ,19.24 ,22.21 
2012/8/27,14.89 ,16.35 ,19.92 ,22.68 
2012/8/28,15.21 ,16.49 ,19.82 ,22.73 
2012/8/29,15.29 ,17.06 ,20.46 ,23.15 
2012/8/30,16.87 ,17.83 ,20.92 ,23.50 
2012/8/31,15.73 ,17.47 ,20.62 ,23.27 
2012/9/3,15.73 ,17.47 ,20.62 ,23.27 
2012/9/4,17.43 ,17.98 ,20.68 ,23.30 
2012/9/5,17.90 ,17.74 ,19.99 ,22.62 
2012/9/6,14.98 ,15.60 ,18.62 ,21.72 
2012/9/7,13.25 ,14.38 ,17.59 ,20.99 
2012/9/10,16.94 ,16.28 ,18.30 ,21.39 
2012/9/11,16.94 ,16.41 ,18.29 ,21.23 
2012/9/12,15.95 ,15.80 ,17.60 ,20.66 
2012/9/13,14.46 ,14.05 ,16.45 ,19.63 
2012/9/14,14.12 ,14.51 ,16.90 ,19.81 
2012/9/17,14.10 ,14.59 ,17.13 ,20.00 
2012/9/18,13.44 ,14.18 ,16.63 ,19.68 
2012/9/19,13.07 ,13.88 ,16.49 ,19.52 
2012/9/20,12.89 ,14.07 ,16.75 ,19.75 
2012/9/21,13.22 ,13.98 ,16.79 ,19.83 
2012/9/24,13.23 ,14.15 ,16.59 ,19.76 
2012/9/25,14.80 ,15.43 ,17.60 ,20.46 
2012/9/26,16.44 ,16.81 ,18.50 ,21.13 
2012/9/27,14.05 ,14.84 ,17.07 ,20.10 
2012/9/28,15.24 ,15.73 ,17.61 ,20.37 
2012/10/1,15.63 ,16.32 ,17.92 ,20.58 
2012/10/2,14.56 ,15.71 ,17.74 ,20.51 
2012/10/3,14.11 ,15.43 ,17.58 ,20.37 
2012/10/4,13.43 ,14.55 ,17.06 ,20.02 
2012/10/5,12.23 ,14.33 ,16.93 ,19.66 
2012/10/8,14.17 ,15.11 ,17.36 ,20.00 
2012/10/9,15.98 ,16.37 ,18.01 ,20.48 
2012/10/10,15.93 ,16.29 ,18.13 ,20.46 
2012/10/11,14.47 ,15.59 ,17.57 ,20.10 
2012/10/12,15.49 ,16.14 ,17.74 ,20.10 
2012/10/15,14.32 ,15.27 ,17.11 ,19.62 
2012/10/16,13.57 ,15.22 ,16.97 ,19.37 
2012/10/17,13.22 ,15.07 ,16.61 ,19.19 
2012/10/18,13.65 ,15.03 ,16.58 ,19.16 
2012/10/19,17.64 ,17.06 ,18.12 ,20.32 
2012/10/22,16.78 ,16.62 ,17.87 ,20.15 
2012/10/23,20.61 ,18.83 ,19.45 ,21.34 
2012/10/24,18.94 ,18.33 ,19.27 ,21.27 
2012/10/25,18.27 ,18.12 ,19.11 ,21.06 
2012/10/26,16.80 ,17.81 ,19.02 ,21.01 
2012/10/29,16.80 ,17.81 ,19.02 ,21.01 
2012/10/30,16.80 ,17.81 ,19.02 ,21.01 
2012/10/31,19.15 ,18.60 ,19.31 ,20.73 
2012/11/1,17.35 ,16.69 ,17.73 ,20.03 
2012/11/2,18.51 ,17.59 ,18.55 ,20.51 
2012/11/5,20.45 ,18.42 ,18.97 ,20.83 
2012/11/6,19.30 ,17.58 ,18.24 ,20.26 
2012/11/7,19.87 ,19.08 ,19.81 ,21.52 
2012/11/8,18.18 ,18.49 ,19.83 ,21.63 
2012/11/9,18.50 ,18.61 ,20.07 ,21.78 
2012/11/12,16.27 ,16.68 ,19.15 ,21.14 
2012/11/13,16.25 ,16.65 ,18.97 ,21.04 
2012/11/14,18.67 ,17.92 ,19.87 ,21.75 
2012/11/15,18.93 ,17.99 ,19.79 ,21.73 
2012/11/16,17.06 ,16.41 ,18.93 ,21.11 
2012/11/19,15.57 ,15.24 ,17.59 ,19.91 
2012/11/20,15.24 ,15.08 ,17.28 ,19.58 
2012/11/21,15.33 ,15.31 ,17.58 ,19.64 
2012/11/22,15.33 ,15.31 ,17.58 ,19.64 
2012/11/23,15.25 ,15.14 ,17.58 ,19.35 
2012/11/26,16.01 ,15.50 ,17.31 ,19.46 
2012/11/27,16.12 ,15.92 ,17.62 ,19.72 
2012/11/28,15.72 ,15.51 ,17.20 ,19.41 
2012/11/29,15.20 ,15.06 ,16.82 ,19.15 
2012/11/30,15.81 ,15.87 ,17.27 ,19.33 
2012/12/3,17.10 ,16.64 ,17.82 ,19.89 
2012/12/4,17.19 ,17.12 ,18.19 ,19.97 
2012/12/5,15.98 ,16.46 ,17.83 ,19.63 
2012/12/6,15.95 ,16.58 ,17.84 ,19.43 
2012/12/7,15.25 ,15.90 ,17.29 ,19.10 
2012/12/10,15.16 ,16.05 ,17.35 ,19.15 
2012/12/11,15.21 ,15.57 ,17.00 ,18.97 
2012/12/12,15.26 ,15.95 ,17.43 ,19.25 
2012/12/13,15.77 ,16.56 ,17.88 ,19.52 
2012/12/14,16.49 ,17.00 ,18.03 ,19.66 
2012/12/17,16.57 ,16.34 ,17.50 ,19.11 
2012/12/18,16.22 ,15.57 ,16.81 ,18.44 
2012/12/19,18.47 ,17.36 ,17.86 ,19.06 
2012/12/20,19.04 ,17.67 ,18.14 ,19.23 
2012/12/21,18.20 ,17.84 ,18.87 ,19.95 
2012/12/24,20.12 ,17.84 ,18.87 ,20.32 
2012/12/25,20.12 ,17.84 ,18.87 ,20.32 
2012/12/26,21.48 ,19.48 ,19.93 ,20.87 
2012/12/27,21.68 ,19.47 ,19.92 ,20.89 
2012/12/28,26.93 ,22.72 ,21.88 ,22.40 
2012/12/31,20.27 ,18.02 ,18.73 ,20.25 
