Date,VXST_9d,VIX_30d,VXV_3m,VXM_6m
2014/5/7,12.82 ,13.40 ,14.62 ,16.25 
2014/5/8,12.51 ,13.43 ,14.58 ,16.16 
2014/5/9,11.17 ,12.92 ,14.38 ,15.99 
2014/5/12,11.20 ,12.23 ,13.88 ,15.64 
2014/5/13,10.75 ,12.13 ,14.04 ,15.72 
2014/5/14,11.16 ,12.17 ,14.18 ,15.93 
2014/5/15,13.35 ,13.17 ,14.86 ,16.35 
2014/5/16,11.00 ,12.44 ,14.33 ,15.93 
2014/5/19,11.01 ,12.42 ,14.11 ,15.75 
2014/5/20,12.21 ,12.96 ,14.41 ,15.83 
2014/5/21,10.47 ,11.91 ,13.87 ,15.49 
2014/5/22,10.27 ,12.03 ,13.83 ,15.54 
2014/5/23,9.49 ,11.36 ,13.62 ,15.48 
2014/5/26,9.49 ,11.36 ,13.62 ,15.48 
2014/5/27,10.65 ,11.51 ,13.64 ,15.44 
2014/5/28,10.58 ,11.68 ,13.77 ,15.61 
2014/5/29,10.31 ,11.57 ,13.71 ,15.65 
2014/5/30,9.73 ,11.40 ,13.75 ,15.73 
2014/6/2,10.47 ,11.58 ,13.88 ,15.79 
2014/6/3,11.01 ,11.87 ,13.82 ,15.67 
2014/6/4,11.59 ,12.08 ,13.77 ,15.59 
2014/6/5,10.88 ,11.68 ,13.58 ,15.32 
2014/6/6,9.25 ,10.73 ,12.83 ,14.76 
2014/6/9,9.77 ,11.15 ,13.02 ,14.87 
2014/6/10,9.52 ,10.99 ,13.01 ,14.97 
2014/6/11,10.45 ,11.60 ,13.29 ,15.23 
2014/6/12,11.99 ,12.56 ,14.11 ,15.75 
2014/6/13,11.48 ,12.18 ,13.79 ,15.61 
2014/6/16,12.54 ,12.65 ,13.97 ,15.74 
2014/6/17,12.68 ,12.06 ,13.66 ,15.54 
2014/6/18,10.55 ,10.61 ,12.62 ,14.83 
2014/6/19,10.07 ,10.62 ,12.70 ,14.70 
2014/6/20,10.33 ,10.85 ,12.87 ,14.82 
2014/6/23,10.27 ,10.98 ,12.92 ,14.90 
2014/6/24,12.01 ,12.13 ,13.38 ,15.19 
2014/6/25,11.11 ,11.59 ,13.11 ,14.92 
2014/6/26,11.26 ,11.63 ,13.07 ,14.90 
2014/6/27,10.65 ,11.26 ,12.82 ,14.78 
2014/6/30,11.17 ,11.57 ,13.01 ,14.74 
2014/7/1,10.05 ,11.15 ,12.74 ,14.51 
2014/7/2,9.42 ,10.82 ,12.49 ,14.25 
2014/7/3,8.54 ,10.32 ,12.24 ,14.04 
2014/7/4,8.54 ,10.32 ,12.24 ,14.04 
2014/7/7,10.47 ,11.33 ,12.87 ,14.50 
2014/7/8,11.64 ,11.98 ,13.21 ,14.80 
2014/7/9,10.48 ,11.65 ,12.99 ,14.63 
2014/7/10,12.08 ,12.59 ,13.65 ,15.14 
2014/7/11,11.15 ,12.08 ,13.28 ,14.83 
2014/7/14,10.62 ,11.82 ,12.93 ,14.51 
2014/7/15,11.08 ,11.96 ,13.16 ,14.67 
2014/7/16,10.26 ,11.00 ,12.63 ,14.37 
2014/7/17,16.23 ,14.54 ,14.97 ,15.53 
2014/7/18,12.05 ,12.06 ,13.36 ,14.72 
2014/7/21,12.95 ,12.81 ,13.80 ,15.00 
2014/7/22,11.54 ,12.24 ,13.50 ,14.78 
2014/7/23,10.83 ,11.52 ,13.38 ,14.82 
2014/7/24,10.88 ,11.84 ,13.45 ,14.97 
2014/7/25,11.84 ,12.69 ,14.00 ,15.38 
2014/7/28,12.02 ,12.56 ,13.92 ,15.34 
2014/7/29,13.47 ,13.28 ,14.22 ,15.64 
2014/7/30,13.29 ,13.33 ,14.26 ,15.57 
2014/7/31,19.59 ,16.95 ,16.38 ,17.10 
2014/8/1,19.01 ,17.03 ,16.78 ,17.50 
2014/8/4,14.87 ,15.12 ,15.81 ,16.88 
2014/8/5,17.18 ,16.87 ,17.14 ,18.01 
2014/8/6,16.25 ,16.37 ,16.93 ,17.92 
2014/8/7,16.76 ,16.66 ,17.22 ,18.13 
2014/8/8,15.39 ,15.77 ,16.69 ,17.66 
2014/8/11,14.84 ,14.23 ,15.76 ,17.12 
2014/8/12,14.49 ,14.13 ,15.70 ,17.15 
2014/8/13,12.63 ,12.90 ,14.85 ,16.53 
2014/8/14,12.29 ,12.42 ,14.43 ,16.11 
2014/8/15,14.34 ,13.15 ,14.42 ,16.22 
2014/8/18,12.07 ,12.32 ,13.91 ,15.64 
2014/8/19,11.00 ,12.21 ,13.79 ,15.61 
2014/8/20,10.80 ,11.78 ,13.76 ,15.59 
2014/8/21,10.94 ,11.76 ,13.53 ,15.50 
2014/8/22,10.08 ,11.47 ,13.51 ,15.49 
2014/8/25,10.42 ,11.70 ,13.57 ,15.33 
2014/8/26,10.14 ,11.63 ,13.71 ,15.61 
2014/8/27,9.89 ,11.78 ,13.92 ,15.68 
2014/8/28,10.34 ,12.05 ,14.13 ,15.91 
2014/8/29,10.00 ,11.98 ,14.27 ,15.99 
2014/9/1,10.00 ,11.98 ,14.27 ,15.99 
2014/9/2,10.32 ,12.25 ,14.46 ,16.12 
2014/9/3,10.83 ,12.36 ,14.39 ,16.08 
2014/9/4,11.80 ,12.64 ,14.54 ,16.16 
2014/9/5,10.27 ,12.09 ,14.08 ,15.88 
2014/9/8,12.05 ,12.66 ,14.39 ,16.18 
2014/9/9,13.33 ,13.50 ,14.84 ,16.35 
2014/9/10,12.74 ,12.88 ,14.63 ,16.28 
2014/9/11,12.07 ,12.80 ,14.68 ,16.26 
2014/9/12,13.28 ,13.31 ,15.04 ,16.52 
2014/9/15,15.27 ,14.12 ,15.58 ,16.88 
2014/9/16,13.21 ,12.73 ,14.85 ,16.35 
2014/9/17,11.81 ,12.65 ,14.62 ,16.18 
2014/9/18,11.05 ,12.03 ,14.23 ,15.98 
2014/9/19,10.41 ,12.11 ,14.38 ,16.08 
2014/9/22,13.46 ,13.69 ,15.26 ,16.88 
2014/9/23,15.60 ,14.93 ,16.07 ,17.31 
2014/9/24,12.89 ,13.27 ,15.22 ,16.74 
2014/9/25,15.94 ,15.64 ,16.59 ,17.70 
2014/9/26,15.04 ,14.85 ,16.02 ,17.45 
2014/9/29,16.11 ,15.98 ,16.82 ,18.01 
2014/9/30,16.76 ,16.31 ,17.08 ,18.30 
2014/10/1,16.72 ,16.71 ,17.62 ,18.72 
2014/10/2,15.93 ,16.16 ,17.24 ,18.44 
2014/10/3,13.86 ,14.55 ,16.04 ,17.64 
2014/10/6,15.31 ,15.46 ,16.55 ,17.90 
2014/10/7,16.90 ,17.20 ,17.68 ,18.73 
2014/10/8,14.59 ,15.11 ,16.28 ,17.74 
2014/10/9,21.62 ,18.76 ,18.09 ,19.11 
2014/10/10,21.95 ,21.24 ,19.93 ,20.56 
2014/10/13,27.22 ,24.64 ,22.12 ,22.32 
2014/10/14,24.61 ,22.79 ,21.37 ,21.66 
2014/10/15,31.12 ,26.25 ,23.82 ,23.53 
2014/10/16,30.48 ,25.20 ,22.85 ,22.96 
2014/10/17,23.81 ,21.99 ,21.25 ,21.62 
2014/10/20,19.45 ,18.57 ,19.67 ,20.60 
2014/10/21,16.38 ,16.08 ,17.87 ,19.28 
2014/10/22,18.36 ,17.87 ,19.06 ,20.13 
2014/10/23,16.12 ,16.53 ,18.22 ,19.45 
2014/10/24,14.76 ,16.11 ,17.92 ,19.19 
2014/10/27,16.09 ,16.04 ,17.86 ,19.17 
2014/10/28,14.39 ,14.39 ,16.46 ,18.23 
2014/10/29,14.90 ,15.15 ,16.89 ,18.63 
2014/10/30,14.00 ,14.52 ,16.74 ,18.43 
2014/10/31,13.80 ,14.03 ,16.51 ,18.16 
2014/11/3,14.77 ,14.73 ,16.81 ,18.33 
2014/11/4,14.81 ,14.89 ,16.93 ,18.60 
2014/11/5,13.35 ,14.17 ,16.57 ,18.35 
2014/11/6,12.65 ,13.67 ,16.26 ,18.12 
2014/11/7,11.13 ,13.12 ,15.83 ,17.79 
2014/11/10,11.32 ,12.67 ,15.04 ,17.36 
2014/11/11,11.54 ,12.92 ,15.36 ,17.27 
2014/11/12,11.39 ,13.02 ,15.74 ,17.49 
2014/11/13,11.97 ,13.79 ,15.89 ,17.77 
2014/11/14,11.35 ,13.31 ,15.96 ,17.73 
2014/11/17,11.42 ,13.99 ,15.93 ,17.80 
2014/11/18,11.49 ,13.86 ,15.70 ,17.64 
2014/11/19,11.42 ,13.96 ,15.97 ,17.91 
2014/11/20,10.91 ,13.58 ,16.01 ,17.91 
2014/11/21,10.45 ,12.90 ,15.79 ,17.75 
2014/11/24,11.15 ,12.62 ,15.55 ,17.61 
2014/11/25,10.81 ,12.25 ,15.41 ,17.64 
2014/11/26,11.12 ,12.07 ,15.32 ,17.58 
2014/11/27,11.12 ,12.07 ,15.32 ,17.58 
2014/11/28,12.98 ,13.33 ,15.93 ,17.94 
2014/12/1,14.63 ,14.29 ,16.74 ,18.36 
2014/12/2,12.57 ,12.85 ,15.96 ,17.86 
2014/12/3,12.16 ,12.47 ,15.55 ,17.57 
2014/12/4,11.88 ,12.38 ,15.64 ,17.56 
2014/12/5,10.70 ,11.82 ,15.55 ,17.52 
2014/12/8,15.47 ,14.21 ,16.78 ,18.53 
2014/12/9,15.27 ,14.89 ,16.89 ,18.47 
2014/12/10,21.71 ,18.53 ,19.14 ,20.12 
2014/12/11,22.08 ,20.08 ,20.72 ,21.49 
2014/12/12,23.82 ,21.08 ,21.00 ,21.64 
2014/12/15,21.16 ,20.42 ,21.06 ,22.00 
2014/12/16,24.25 ,23.57 ,23.09 ,23.41 
2014/12/17,18.04 ,19.44 ,20.43 ,21.20 
2014/12/18,14.46 ,16.81 ,18.48 ,19.91 
2014/12/19,13.77 ,16.49 ,18.47 ,19.66 
2014/12/22,12.70 ,15.25 ,17.59 ,19.09 
2014/12/23,11.10 ,14.80 ,17.94 ,19.19 
2014/12/24,10.35 ,14.37 ,17.26 ,19.18 
2014/12/25,10.35 ,14.37 ,17.26 ,19.18 
2014/12/26,12.09 ,14.50 ,17.16 ,18.96 
2014/12/29,12.79 ,15.06 ,17.27 ,18.79 
2014/12/30,13.86 ,15.92 ,18.02 ,19.34 
2014/12/31,18.95 ,19.20 ,19.74 ,20.42 
