Date,Open,High,Low,Close,Volume,Adj Close
2011-12-29,96.550003,97.919998,96.489998,97.459999,8571600,23.094771
2011-12-28,97.93,98.00,96.279999,96.43,6830000,22.850696
2011-12-27,96.980003,98.00,96.510002,97.769997,6448000,23.16823
2011-12-23,95.269997,96.93,94.769997,96.900002,7165200,22.962071
2011-12-22,96.589996,96.589996,94.25,94.82,11711600,22.46918
2011-12-21,95.830002,97.290001,94.290001,96.349998,25045200,22.831738
2011-12-20,94.480003,95.900002,92.889999,93.629997,18300800,22.187189
2011-12-19,93.919998,94.139999,93.059998,93.379997,8765200,22.127947
2011-12-16,94.779999,95.080002,93.550003,93.669998,12788400,22.196668
2011-12-15,95.440002,95.739998,93.410004,94.080002,10732000,22.293825
2011-12-14,94.970001,95.720001,93.75,94.389999,9455200,22.367284
2011-12-13,97.129997,97.790001,94.410004,95.050003,10714000,22.523683
2011-12-12,97.339996,97.75,95.779999,96.949997,10852400,22.973918
2011-12-09,95.480003,98.25,95.300003,97.68,12422800,23.146904
2011-12-08,95.599998,96.480003,95.00,95.18,9393200,22.554488
2011-12-07,96.779999,96.989998,95.260002,95.889999,11209200,22.722734
2011-12-06,97.199997,97.239998,95.959999,96.25,6987600,22.808042
2011-12-05,96.730003,97.489998,95.940002,96.599998,8855600,22.89098
2011-12-02,95.779999,96.709999,95.510002,96.25,9465600,22.808042
2011-12-01,95.360001,96.339996,94.510002,95.25,9566800,22.571075
2011-11-30,97.080002,97.50,94.919998,96.18,13492800,22.706146
2011-11-29,95.260002,95.43,94.309998,94.870003,11024400,22.396883
2011-11-28,92.040001,95.830002,91.900002,94.910004,15442400,22.406326
2011-11-25,90.660004,91.860001,90.279999,90.279999,3475600,21.313276
2011-11-23,90.730003,91.970001,90.50,90.93,7470400,21.466728
2011-11-22,91.190002,92.620003,90.989998,91.629997,7660000,21.631983
2011-11-21,91.620003,92.160004,89.790001,91.059998,7354000,21.497418
2011-11-18,92.620003,93.480003,91.449997,92.75,9440800,21.896393
2011-11-17,93.129997,93.68,90.900002,91.889999,9039200,21.693364
2011-11-16,95.139999,95.50,93.540001,93.699997,8850000,22.120668
2011-11-15,95.260002,96.599998,94.669998,95.949997,7013600,22.651847
2011-11-14,95.839996,96.889999,95.199997,95.75,6849200,22.604632
2011-11-11,94.75,96.410004,94.449997,96.150002,8108000,22.699064
2011-11-10,93.419998,94.540001,92.57,93.919998,9393600,22.172606
2011-11-09,93.470001,94.050003,91.610001,92.360001,11706800,21.804322
2011-11-08,94.389999,95.639999,93.699997,95.419998,9659200,22.526725
2011-11-07,94.519997,95.300003,93.440002,93.800003,8730800,22.144277
2011-11-04,95.199997,95.989998,93.610001,94.379997,8239200,22.281202
2011-11-03,96.150002,96.239998,93.57,95.68,10792800,22.588107
2011-11-02,95.650002,95.800003,94.089996,94.940002,11624400,22.413408
2011-11-01,93.510002,95.43,93.459999,93.879997,10651200,22.163162
2011-10-31,95.760002,97.68,95.540001,96.349998,12228000,22.746279
2011-10-28,95.660004,96.93,94.919998,96.75,12221600,22.840712
2011-10-27,96.169998,96.489998,95.43,95.830002,15440800,22.623519
2011-10-26,94.639999,94.989998,92.730003,94.209999,9555200,22.241069
2011-10-25,94.110001,95.339996,93.470001,93.75,9488800,22.132473
2011-10-24,94.339996,95.93,94.120003,95.07,13173600,22.444098
2011-10-21,92.800003,94.349998,92.529999,94.349998,12383600,22.27412
2011-10-20,91.639999,92.459999,90.690002,91.889999,8444800,21.693364
2011-10-19,91.669998,92.50,91.07,91.290001,8566800,21.551717
2011-10-18,90.610001,92.330002,87.980003,91.480003,11126000,21.596572
2011-10-17,92.269997,92.900002,90.709999,91.019997,8205600,21.487974
2011-10-14,92.580002,93.18,91.910004,92.970001,8570800,21.948331
2011-10-13,91.419998,92.50,90.93,92.209999,8464800,21.76891
2011-10-12,90.330002,92.50,89.949997,91.790001,14055200,21.669757
2011-10-11,89.790001,90.699997,89.43,89.849998,8690400,21.211761
2011-10-10,89.779999,90.870003,89.339996,90.720001,8209200,21.417151
2011-10-07,89.290001,89.870003,87.589996,88.150002,10361600,20.810427
2011-10-06,87.529999,89.790001,87.220001,89.279999,10604000,21.077196
2011-10-05,85.93,88.239998,85.330002,87.800003,14786400,20.727799
2011-10-04,81.540001,85.900002,81.010002,85.730003,13781600,20.239114
2011-10-03,84.949997,86.190002,83.00,83.050003,14336000,19.60642
2011-09-30,86.980003,88.239998,85.480003,85.510002,13958800,20.187176
2011-09-29,89.790001,90.00,85.440002,87.989998,14378000,20.772653
2011-09-28,90.669998,91.980003,88.25,88.470001,14258000,20.885972
2011-09-27,90.400002,92.559998,89.980003,90.580002,17462800,21.3841
2011-09-26,89.559998,89.980003,87.220001,89.309998,16838400,21.084278
2011-09-23,87.779999,89.989998,86.690002,88.639999,36419200,20.926105
2011-09-22,83.190002,84.709999,82.220001,84.18,23763200,19.87319
2011-09-21,89.239998,89.620003,85.550003,85.739998,20442800,20.241474
2011-09-20,90.669998,91.18,89.239998,89.459999,15854400,21.11969
2011-09-19,88.239998,90.50,88.029999,90.199997,14538000,21.294389
2011-09-16,88.620003,89.980003,88.330002,89.769997,16175600,21.192875
2011-09-15,88.260002,88.400002,86.760002,88.040001,11005600,20.784458
2011-09-14,86.269997,88.790001,85.410004,87.489998,15416000,20.654613
2011-09-13,84.410004,86.379997,84.059998,85.82,11845600,20.26036
2011-09-12,81.760002,84.419998,81.449997,84.360001,9916800,19.915684
2011-09-09,84.43,85.389999,82.480003,82.50,14903200,19.476576
2011-09-08,85.75,87.489998,84.800003,85.330002,11198800,20.144682
2011-09-07,85.040001,86.510002,84.160004,86.510002,11406000,20.423256
2011-09-06,81.150002,83.910004,80.199997,83.760002,11293200,19.774037
2011-09-02,84.870003,85.830002,83.800003,84.040001,10301200,19.840139
2011-09-01,86.349998,88.099998,86.019997,86.550003,15754400,20.432699
2011-08-31,87.040001,88.529999,86.150002,86.650002,13958000,20.383121
2011-08-30,88.300003,88.529999,86.360001,86.370003,18831200,20.317256
2011-08-29,87.110001,88.599998,86.800003,88.540001,11164000,20.827716
2011-08-26,83.300003,86.459999,82.300003,86.290001,12230800,20.298437
2011-08-25,85.849998,86.489998,83.489998,83.760002,12359600,19.703292
2011-08-24,83.209999,85.989998,82.860001,85.800003,15281600,20.183172
2011-08-23,79.57,83.629997,79.099998,83.589996,12045600,19.663301
2011-08-22,80.029999,80.580002,79.029999,79.25,11138800,18.642381
2011-08-19,78.940002,81.489998,78.50,78.580002,12648800,18.484774
2011-08-18,80.760002,81.389999,78.970001,79.919998,16644000,18.799988
2011-08-17,83.650002,84.589996,81.839996,82.550003,12017200,19.418658
2011-08-16,84.089996,85.529999,83.129997,83.220001,14041200,19.576265
2011-08-15,84.610001,85.160004,82.779999,85.129997,10026800,20.025563
2011-08-12,83.860001,85.050003,83.389999,84.239998,10663200,19.816204
2011-08-11,79.660004,84.389999,79.32,83.25,14950400,19.583322
2011-08-10,81.669998,82.900002,79.040001,79.330002,19309600,18.661201
2011-08-09,80.360001,82.650002,76.980003,82.50,21544000,19.406895
2011-08-08,81.379997,83.339996,78.00,79.190002,23861600,18.628268
2011-08-05,82.510002,84.510002,80.339996,83.870003,21511200,19.729168
2011-08-04,86.110001,86.75,81.489998,81.550003,18850800,19.183423
2011-08-03,85.300003,87.120003,82.910004,87.080002,15954400,20.484273
2011-08-02,88.260002,89.199997,84.980003,85.110001,17061600,20.020859
2011-08-01,90.419998,90.459999,88.010002,89.339996,10046800,21.015903
2011-07-29,89.809998,90.800003,89.25,90.150002,9905200,21.206444
2011-07-28,88.870003,91.360001,88.870003,90.480003,14810400,21.284072
2011-07-27,89.940002,90.57,88.550003,88.720001,12686400,20.870058
2011-07-26,91.00,91.32,90.190002,90.330002,7566800,21.248787
2011-07-25,90.339996,91.410004,90.32,90.93,6965200,21.389927
2011-07-22,92.050003,92.290001,91.43,91.709999,7219200,21.57341
2011-07-21,90.760002,92.589996,90.290001,91.839996,11621200,21.60399
2011-07-20,90.889999,90.980003,90.169998,90.599998,9916000,21.312299
2011-07-19,91.449997,91.529999,90.510002,90.739998,18579600,21.345232
2011-07-18,90.900002,91.589996,90.480003,90.639999,11662400,21.321709
2011-07-15,92.370003,92.370003,90.830002,91.699997,14330400,21.571057
2011-07-14,92.169998,92.949997,91.25,91.959999,10843200,21.632219
2011-07-13,90.980003,92.870003,90.980003,92.050003,9458400,21.653391
2011-07-12,91.279999,91.980003,90.650002,91.230003,7284000,21.460499
2011-07-11,91.870003,93.050003,91.129997,91.43,12599600,21.507545
2011-07-08,92.989998,93.339996,92.269997,93.239998,12672400,21.93332
2011-07-07,92.760002,94.230003,92.709999,93.660004,17198000,22.03212
2011-07-06,91.389999,92.489998,91.370003,92.349998,14488000,21.723961
2011-07-05,91.279999,92.110001,90.93,91.739998,14938800,21.580467
2011-07-01,89.650002,91.989998,89.43,91.82,16781200,21.599286
2011-06-30,89.220001,90.43,89.220001,89.980003,17715200,21.166455
2011-06-29,89.660004,90.349998,88.18,89.779999,25427600,21.119407
2011-06-28,85.269997,90.580002,85.160004,89.900002,60456800,21.147635
2011-06-27,80.919998,82.769997,80.919998,81.620003,22992800,19.199889
2011-06-24,82.110001,82.489998,80.730003,81.18,15564400,19.096385
2011-06-23,81.360001,82.360001,80.629997,82.190002,17086000,19.333973
2011-06-22,83.889999,84.410004,81.849998,81.949997,18370400,19.277515
2011-06-21,83.150002,84.830002,83.050003,84.510002,9263200,19.879718
2011-06-20,80.860001,83.389999,80.860001,83.230003,9140800,19.578618
2011-06-17,80.809998,81.589996,80.800003,81.110001,10494400,19.079919
2011-06-16,80.470001,80.75,79.440002,80.290001,9092000,18.887026
2011-06-15,81.559998,81.910004,79.900002,80.389999,11418800,18.910549
2011-06-14,81.169998,82.43,81.080002,82.239998,11731600,19.345734
2011-06-13,79.75,81.889999,79.68,80.510002,10787600,18.938778
2011-06-10,80.589996,81.559998,79.550003,79.660004,9920000,18.738829
2011-06-09,80.290001,81.330002,80.239998,80.669998,9538800,18.976415
2011-06-08,81.529999,81.989998,79.870003,80.099998,12223200,18.842331
2011-06-07,80.190002,82.32,80.150002,81.900002,13809200,19.265755
2011-06-06,80.370003,80.949997,79.739998,79.769997,9092800,18.764703
2011-06-03,80.510002,81.349998,80.220001,80.360001,11259200,18.903492
2011-06-02,81.870003,82.589996,81.059998,81.150002,11829200,19.089328
2011-06-01,84.339996,84.720001,82.080002,82.150002,10124800,19.251641
2011-05-31,84.839996,84.949997,83.82,84.449997,8879200,19.790639
2011-05-27,84.239998,84.800003,84.190002,84.620003,6079600,19.830479
2011-05-26,83.169998,84.239998,82.989998,84.07,6762000,19.701587
2011-05-25,83.779999,83.800003,83.110001,83.190002,9230400,19.495362
2011-05-24,83.790001,84.730003,83.629997,84.330002,5756000,19.762518
2011-05-23,84.099998,84.730003,83.459999,83.620003,9112400,19.596132
